title,release_date,revenue,popularity,vote_count,vote_average,budget,runtime,adult,genre_names,collection_name
The Clockwork Elves,2020-12-21,0,0.6,0,0.0,0,4,false,"Animation, Fantasy, Horror",NA
Eve of the Nutcracker,2016-12-20,0,0.6,0,0.0,0,6,false,Horror,NA
Going Down,2020-01-06,0,0.6,0,0.0,0,3,false,Horror,NA
Zombacter: Center City Contagion,2020-11-20,0,0.6,2,5.0,75000,85,false,Horror,NA
Bad Laugh,2019-05-24,0,0.6,0,0.0,0,18,false,"Comedy, Horror",NA
Arachnado,2020-11-25,0,0.6,0,0.0,0,0,false,Horror,NA
Herman's Cure-All Tonic,2008-01-01,0,0.6,4,6.9,0,13,false,"Comedy, Horror",NA
Shadows in a Landscape,2020-12-17,0,0.6,0,0.0,0,7,false,"Documentary, Drama, Horror",NA
1 Dead Dog,2022-03-10,0,0.6,0,0.0,0,0,false,"Comedy, Horror",NA
Violent Dreams,2017-10-28,0,0.6,0,0.0,0,17,false,Horror,NA
"Devil in the White City, Julia Conner's Murder",2016-10-01,0,0.6,0,0.0,0,10,false,"Crime, Drama, History, Horror",NA
Santa Baby,2021-12-14,0,0.6,0,0.0,0,11,false,Horror,NA
Dark Tales From Channel X,2021-10-02,0,0.6,2,7.0,18000,73,false,"Horror, Thriller",NA
Blood-Red Ox,2021-06-01,0,0.6,0,0.0,0,94,false,"Drama, Horror, Mystery",NA
LAIR,2020-03-14,0,0.6,0,0.0,0,13,false,"Horror, Thriller",NA
SLAYER,2020-07-19,0,0.6,0,0.0,0,19,false,"Horror, Thriller",NA
NIGHTMARE,2020-07-26,0,0.6,0,0.0,0,21,false,"Fantasy, Horror",NA
The Last Apartment,2015-06-01,0,0.6,0,0.0,0,83,false,Horror,NA
She Stumbles in the Dark,2020-11-13,0,0.6,0,0.0,135,10,false,"Drama, Horror, Thriller",NA
That,2012-04-15,0,0.6,0,0.0,0,8,false,"Comedy, Horror",NA
The Clowns,2017-06-01,0,0.6,0,0.0,0,8,false,"Horror, Mystery, Thriller",NA
Lullaby,2014-10-22,0,0.6,0,0.0,0,0,false,Horror,NA
No Clowning Around,2012-12-08,0,0.6,0,0.0,0,30,false,Horror,NA
Cannibal Clown Killer,2015-10-12,0,0.6,0,0.0,0,14,false,"Comedy, Horror",NA
Arnold the Killer Clown,2015-10-02,0,0.6,0,0.0,0,13,false,Horror,NA
Zombie Warriors,2019-11-02,0,0.6,0,0.0,0,47,false,Horror,NA
Thumbs,2019-01-06,0,0.6,0,0.0,0,6,false,Horror,NA
N Is for Nightmare,2015-08-08,0,0.6,0,0.0,0,2,false,Horror,NA
The Thinning Veil,2022-01-21,0,0.6,0,0.0,0,10,false,Horror,NA
Ebola Rex Versus Murder Hornets,2021-03-02,0,0.6,0,0.0,0,70,false,Horror,NA
Hell of the Screaming Undead,2021-01-01,0,0.6,0,0.0,0,0,false,Horror,NA
Bubba's Dead: The Final Massacre,2021-04-10,0,0.6,0,0.0,0,0,false,Horror,Meathook Massacre Collection
Not for the Faint of Heart,2021-05-01,0,0.6,0,0.0,0,0,false,"Documentary, Horror",NA
The Woman in the Room,2021-01-01,0,0.6,0,0.0,0,0,false,Horror,NA
Slumber Party Slasherthon,2012-07-01,0,0.6,0,0.0,0,67,false,Horror,NA
Am I My Brother’s Keeper?,2001-01-02,0,0.6,0,0.0,0,75,false,"Crime, Drama, Horror, Thriller",NA
Gitchy,2009-09-16,0,0.6,0,0.0,0,33,false,"Comedy, Horror, Thriller",NA
Scary Larry,2014-09-19,0,0.6,0,0.0,0,98,false,"Horror, Thriller",NA
His Name Is Clown Face,2013-07-01,0,0.6,0,0.0,0,19,false,Horror,NA
I'm Sorry,2018-11-09,0,0.6,0,0.0,1000,4,false,Horror,NA
Student Project,2018-02-10,0,0.6,0,0.0,0,29,false,"Comedy, Horror",NA
The Flesh of Fallen Angels,2020-11-13,0,0.6,0,0.0,0,11,false,"Horror, Music",NA
Loan Shark Massacre,2018-11-24,0,0.6,0,0.0,0,80,false,"Comedy, Horror",NA
Clown Night,2018-03-04,0,0.6,0,0.0,0,6,false,Horror,NA
Suki,2019-12-28,0,0.6,2,6.0,20000,12,false,"Action, Comedy, Horror",NA
XIII,2019-05-21,0,0.6,0,0.0,75,46,false,Horror,NA
Chinese Unicorn 2: The Façade of Deceit,2017-12-11,0,0.6,0,0.0,0,6,false,Horror,NA
Chinese Unicorn 3: Shadow Play - Part 1,2018-07-14,0,0.6,0,0.0,0,10,false,Horror,NA
The Return of Shitters,2021-01-21,0,0.6,5,4.7,0,9,false,"Comedy, Horror",Shitters Collection
Satan Stole Our Hot Dogs!,2018-07-17,0,0.6,2,8.0,0,11,false,"Action, Horror",NA
Obsidian,2021-09-02,0,0.6,1,10.0,50000,103,false,"Drama, Horror",NA
That's Not Funny,2017-02-08,0,0.6,0,0.0,0,13,false,Horror,NA
Remnants,2013-10-05,0,0.6,0,0.0,0,67,false,"Horror, Mystery",NA
The Untitled Meriharju Project,2019-07-20,0,0.6,0,0.0,0,5,false,Horror,NA
Nepenthes,2018-06-16,0,0.6,0,0.0,0,5,false,Horror,NA
The Howling,2020-09-27,0,0.6,3,1.0,0,103,false,Horror,NA
Untitled,2018-11-08,0,0.6,1,10.0,0,3,false,Horror,NA
Ho-Gun Ass-Ass Inn: The Salmon of Death,2019-02-26,0,0.6,1,10.0,0,4,false,Horror,NA
Carnival of Sl*ts,2019-10-23,0,0.6,1,10.0,0,6,false,Horror,NA
Ex Coffee,2019-10-21,0,0.6,2,7.0,0,2,false,Horror,NA
October Rust,2019-10-21,0,0.6,0,0.0,0,2,false,Horror,NA
In Cell,2018-12-10,0,0.6,0,0.0,0,7,false,"Comedy, Horror",NA
Repressed,2020-12-22,0,0.6,1,10.0,0,9,false,Horror,NA
Petrified,2021-10-29,0,0.6,0,0.0,2500,25,false,Horror,NA
Plane Jane,2020-10-10,0,0.6,0,0.0,0,4,false,"Animation, Comedy, Horror",NA
Screen,2020-04-21,0,0.6,0,0.0,0,5,false,Horror,NA
Warming,2021-01-05,0,0.6,0,0.0,0,11,false,Horror,NA
Antihumanism,2021-02-07,0,0.6,0,0.0,0,3,false,Horror,NA
The Grim Adventures of Billy & Mandy: Meet the Reaper,2000-06-09,0,0.6,3,7.0,0,7,false,"Animation, Comedy, Fantasy, Horror",NA
Videovore,2021-01-04,0,0.6,1,4.0,100,6,false,Horror,NA
The AGFA Horror Trailer Show: Videorage,2021-01-26,0,0.6,2,5.5,0,70,false,Horror,NA
"Something Evil, Something Dangerous: New Moon Rising",2011-09-12,0,0.6,0,0.0,0,79,false,"Horror, Mystery, Thriller",NA
Blood Highway,2017-08-20,0,0.6,3,5.3,0,14,false,Horror,NA
One of Our Own,2021-12-17,0,0.6,0,0.0,6250,15,false,"Horror, Thriller, War",NA
Huey,2020-11-30,0,0.6,0,0.0,0,70,false,"Drama, Horror, Thriller",NA
Quarantine Comic,2021-03-26,0,0.6,0,0.0,150,0,false,"Drama, Horror",NA
It's Not Delivery...It's Demonic,2014-12-03,0,0.6,0,0.0,0,36,false,Horror,NA
The night of the invasion of the garden dwarves from outer space,1997-07-01,0,0.6,0,0.0,0,0,false,"Comedy, Horror",NA
Nudist of the Living Dead,2017-09-29,0,0.6,0,0.0,6000,24,false,"Comedy, Horror",NA
The Feet,2021-01-07,0,0.6,1,8.0,0,4,false,"Comedy, Horror",NA
Ile Alatau,2021-01-07,0,0.6,0,0.0,0,77,false,"Horror, Mystery, Thriller",NA
Saga,2016-01-01,0,0.6,3,3.3,0,88,false,"Comedy, Horror",NA
Orchard Girl,2019-02-01,0,0.6,2,2.0,0,14,false,Horror,NA
You Are So Undead,2010-10-14,0,0.6,1,6.0,0,5,false,Horror,NA
Wither,2019-03-31,0,0.6,1,1.0,0,4,false,Horror,NA
Patient Zero,2016-12-03,0,0.6,0,0.0,0,0,false,"Comedy, Horror",NA
Ghost,2019-04-10,0,0.6,0,0.0,50,1,false,"Drama, Horror",NA
Moonlight Sonata,2010-07-12,3000,0.6,0,0.0,3000,80,false,"Action, Horror, Thriller",NA
The Factory,2017-05-01,0,0.6,1,10.0,0,10,false,Horror,NA
Mannequin,2017-09-06,0,0.6,0,0.0,0,10,false,Horror,NA
The Torch,2020-05-16,0,0.6,0,0.0,0,22,false,Horror,NA
Noctopia,2020-10-26,0,0.6,0,0.0,0,5,false,Horror,NA
Snare,2020-10-31,0,0.6,0,0.0,100,4,false,Horror,NA
Demons in the Dark,2015-05-01,0,0.6,0,0.0,0,24,false,Horror,NA
The Cask,2014-08-17,0,0.6,0,0.0,0,14,false,"Horror, Thriller",NA
So She Might Live,2018-10-12,0,0.6,1,5.0,0,6,false,Horror,NA
Fugue,2017-10-15,0,0.6,0,0.0,500,11,false,"Drama, Horror",NA
Kiss the Devil in the Dark,2016-10-23,0,0.6,0,0.0,0,30,false,Horror,NA
Nine Lives: Part 1,2021-01-11,0,0.6,1,8.0,0,26,false,"Comedy, Drama, Horror",NA
Facility 4,2005-09-22,0,0.6,2,8.0,0,0,false,Horror,NA
The Converted,2018-10-14,0,0.6,2,4.0,0,14,false,Horror,NA
Harvest Moon,2008-05-09,0,0.6,0,0.0,0,9,false,Horror,NA
Prombies,2007-10-13,0,0.6,0,0.0,0,7,false,"Comedy, Horror",NA
Ice Man,2019-09-13,0,0.6,1,6.0,0,14,false,"Horror, Science Fiction",NA
Clean,2020-10-11,0,0.6,3,6.2,0,12,false,Horror,NA
A Wake,2020-10-12,0,0.6,1,5.0,0,6,false,Horror,NA
The Pigman,2015-09-01,0,0.6,1,7.0,0,17,false,"Drama, Fantasy, Horror",NA
Pure Gold,2019-08-16,0,0.6,0,0.0,0,14,false,"Drama, Fantasy, Horror",NA
Run That Shit!,2021-02-12,0,0.6,2,1.5,15000,15,false,"Comedy, Fantasy, Horror",NA
Wake,2018-07-12,0,0.6,0,0.0,0,8,false,"Horror, Thriller",NA
Death World,2018-11-30,0,0.6,0,0.0,521,48,false,Horror,NA
The Pond,2021-02-23,0,0.6,6,4.2,0,100,false,"Drama, Horror, Mystery",NA
1A,2020-09-23,0,0.6,0,0.0,272,5,false,"Drama, Horror",NA
‘Til Death Do Us Part,2002-12-12,0,0.6,0,0.0,0,83,false,Horror,NA
A Late Night Drive,2021-01-14,0,0.6,1,7.5,0,3,false,"Drama, Horror, Thriller",NA
Peanut,2021-01-04,0,0.6,0,0.0,0,5,false,"Comedy, Horror",NA
Depraved,2018-01-01,0,0.6,0,0.0,0,87,false,"Horror, Thriller",NA
Penance,2014-08-23,0,0.6,0,0.0,0,4,false,Horror,NA
Cat's Game,2021-01-15,0,0.6,2,4.5,0,11,false,Horror,NA
Jenma Natchathiram,1991-05-13,0,0.6,0,0.0,0,0,false,Horror,NA
Recipe II,2021-01-15,0,0.6,0,0.0,3,1,false,"Horror, Mystery",NA
Crust,2019-01-01,0,0.6,0,0.0,0,4,false,Horror,NA
xVoid,2016-10-27,0,0.6,1,3.0,0,3,false,Horror,NA
Lies Inside,2020-09-27,0,0.6,0,0.0,0,10,false,Horror,NA
Nefarious,2019-11-05,0,0.6,0,0.0,0,8,false,Horror,NA
The Cat,2018-10-21,0,0.6,0,0.0,0,3,false,"Animation, Horror",NA
Unseeing Evil,2020-04-17,0,0.6,0,0.0,0,3,false,Horror,NA
Grade A,2018-08-01,0,0.6,0,0.0,0,3,false,Horror,NA
Ticks,2019-11-11,0,0.6,0,0.0,0,4,false,Horror,NA
The Housewife,2019-11-25,0,0.6,0,0.0,0,3,false,Horror,NA
Wicked Conclusions,2016-10-31,0,0.6,1,5.0,0,13,false,Horror,NA
Satanico,2021-01-01,0,0.6,0,0.0,0,13,false,Horror,NA
The Collector's Chest,2021-01-01,0,0.6,0,0.0,0,7,false,Horror,NA
Recollection,2010-06-01,0,0.6,0,0.0,0,15,false,Horror,NA
Missing,2005-10-20,0,0.6,0,0.0,0,90,false,Horror,NA
The Giant Scorpion,2016-01-04,0,0.6,0,0.0,0,4,false,"Horror, Science Fiction",NA
Under the Bed,2020-10-31,0,0.6,1,8.0,0,4,false,Horror,NA
Woods,2021-01-18,0,0.6,0,0.0,0,2,false,"Horror, Thriller",NA
Hidden Daylight,2016-10-08,0,0.6,0,0.0,0,18,false,"Horror, Thriller",NA
Genevieve Wreaks Havoc,2020-10-01,0,0.6,0,0.0,0,5,false,"Horror, Thriller",NA
"The Moon, The Bat, The Monster",2019-04-20,0,0.6,0,0.0,0,6,false,Horror,NA
Run!,2018-06-08,0,0.6,0,0.0,0,18,false,"Comedy, Horror",NA
Decommissioned,2021-01-19,0,0.6,2,6.5,0,6,false,"Horror, Science Fiction",NA
Crafts + Stuff,2020-08-08,0,0.6,0,0.0,0,3,false,Horror,NA
The Night,2011-10-31,0,0.6,0,0.0,0,72,false,Horror,NA
Alchemia,2019-02-14,0,0.6,0,0.0,0,2,false,Horror,NA
Complex Bereavement,2021-01-20,0,0.6,1,10.0,15,20,false,"Drama, Horror, Mystery",NA
Witch House: The Legend of Petronel Haxley,2008-07-01,1094584,0.6,0,0.0,0,85,false,Horror,NA
The Thrill,2014-01-01,0,0.6,0,0.0,0,32,false,"Drama, Fantasy, Horror, Mystery",NA
A Deadly Love,2018-08-03,0,0.6,0,0.0,0,3,false,Horror,NA
Mad Martha: Church Warrior,2017-07-08,0,0.6,0,0.0,0,9,false,"Action, Comedy, Horror",NA
Gazorra: Beast from the Bowels of the Earth,1984-01-01,0,0.6,1,6.0,0,8,false,"Comedy, Horror",NA
Silent Lake,2013-06-28,0,0.6,0,0.0,0,90,false,Horror,NA
BUNKER,2019-03-21,0,0.6,0,0.0,0,7,false,"Horror, Science Fiction",NA
Transmission 14: The Last Broadcast,2008-02-28,0,0.6,0,0.0,0,3,false,Horror,NA
Lust,2007-01-01,0,0.6,0,0.0,0,3,false,"Horror, Thriller",NA
Mea Maxima Culpa,2010-01-01,0,0.6,1,9.0,0,25,false,"Horror, Mystery, Thriller",NA
Room Tone,2018-10-27,0,0.6,0,0.0,0,6,false,Horror,NA
Death App,2018-11-22,0,0.6,0,0.0,7500,12,false,Horror,NA
Love's a Killer: Rellik's Revenge,2017-08-16,0,0.6,0,0.0,10000,0,false,"Comedy, Horror, Mystery",NA
Craw Lake,2007-10-13,0,0.6,0,0.0,16000,10,false,Horror,NA
Hackjob,2006-01-01,0,0.6,0,0.0,500,5,false,Horror,NA
The Island of Dr. Moreau,2021-01-29,0,0.6,0,0.0,0,109,false,"Adventure, Drama, Horror, Mystery",NA
MEAT,2020-07-12,0,0.6,0,0.0,0,7,false,"Drama, Horror, Thriller",NA
White Lady,1987-08-22,0,0.6,0,0.0,0,50,false,"Documentary, Drama, Fantasy, Horror",NA
The Hideous Bog Monster,2021-01-19,0,0.6,0,0.0,0,111,false,"Comedy, Horror",NA
Reel Killz,2018-08-15,0,0.6,0,0.0,0,80,false,Horror,NA
Portmanteau,2017-01-01,0,0.6,0,0.0,0,85,false,Horror,NA
Turn Your Bloody Phone Off,2012-08-23,0,0.6,1,5.0,0,0,false,"Comedy, Horror",NA
What If,2021-02-01,0,0.6,1,4.0,0,12,false,Horror,NA
Newborn,2014-09-20,0,0.6,0,0.0,0,12,false,Horror,NA
Disney after Dark.,2021-01-30,0,0.6,0,0.0,0,1,false,"Horror, Mystery",NA
The Fort Ord Trials,2017-01-29,0,0.6,0,0.0,100,8,false,Horror,NA
The Dead Will Rise 2,2013-01-11,0,0.6,0,0.0,10000,61,false,Horror,NA
Tales From the Dark,2021-02-28,0,0.6,0,0.0,68,6,false,"Animation, Documentary, Horror",NA
Heathens,2021-02-06,0,0.6,0,0.0,0,10,false,Horror,NA
Korriganed,2019-12-08,0,0.6,0,0.0,0,52,false,"Comedy, Fantasy, Horror",NA
Cold Case #17-76466,2017-10-03,0,0.6,0,0.0,0,125,false,"Horror, Thriller",NA
Tennis Court,1985-03-09,0,0.6,0,0.0,0,75,false,"Horror, Mystery, Thriller, TV Movie",NA
"Matilda's Bridge, a Duppy Story",2016-10-30,0,0.6,0,0.0,25000,67,false,"Drama, Horror, Thriller",NA
Death Hike,2021-01-26,0,0.6,0,0.0,0,0,false,Horror,NA
It's Okay,2015-05-31,0,0.6,0,0.0,0,3,false,Horror,NA
Stand Off,2015-08-20,0,0.6,0,0.0,0,91,false,"Action, Adventure, Horror",NA
Undead,2011-11-01,0,0.6,0,0.0,0,0,false,Horror,NA
Lost Soul,2009-01-01,0,0.6,0,0.0,0,90,false,"Horror, Thriller",NA
The Legend of Fall Creek,2021-02-09,0,0.6,2,7.5,500,88,false,"Crime, Drama, Horror",NA
Monkey Man,2020-04-06,0,0.6,0,0.0,0,2,false,"Comedy, Horror",NA
T Is for Tamales,2012-11-17,0,0.6,1,6.0,400,5,false,Horror,NA
The Holy Ghost,2020-12-21,0,0.6,0,0.0,0,47,false,Horror,NA
Almira,2019-07-29,0,0.6,0,0.0,0,90,false,Horror,NA
We Follow You,2019-10-13,0,0.6,2,6.0,0,7,false,Horror,NA
ragdoll,2020-10-30,0,0.6,0,0.0,0,7,false,Horror,NA
Darkseed,2020-06-19,0,0.6,1,10.0,0,20,false,"Fantasy, Horror, Mystery, Science Fiction, Thriller",NA
You Better Watch Out,2016-01-13,0,0.6,2,5.5,0,13,false,"Comedy, Horror, Thriller",NA
Shadowland,2021-02-28,0,0.6,0,0.0,0,74,false,"Action, Horror, Thriller",NA
Ulong Pugot: Naglalagot,1993-10-02,0,0.6,0,0.0,0,106,false,Horror,NA
THE WIFE,2014-01-01,0,0.6,0,0.0,0,7,false,Horror,NA
Samana,2015-10-30,0,0.6,0,0.0,0,69,false,Horror,NA
Psychosis,2020-01-09,0,0.6,0,0.0,0,14,false,"Horror, Science Fiction, Thriller",NA
Helena,2019-10-03,0,0.6,0,0.0,2,12,false,Horror,NA
If Everyone Looked the Same,2016-06-06,0,0.6,0,0.0,0,3,false,"Animation, Comedy, Horror",NA
Friday the 13th AGAIN!,2003-01-01,0,0.6,1,2.0,0,8,false,Horror,NA
The Little One,2004-09-25,0,0.6,0,0.0,0,25,false,Horror,NA
The Making of One Missed Call: Final,2006-01-01,0,0.6,0,0.0,0,60,false,"Documentary, Horror",NA
ToothRot,2020-03-25,0,0.6,0,0.0,120,5,false,Horror,NA
Poe's Lighthouse,2020-08-30,0,0.6,0,0.0,50,6,false,Horror,NA
Lives Of Sin,2020-09-20,0,0.6,0,0.0,200,9,false,"Drama, Horror",NA
Agoraphobia,2020-10-31,0,0.6,1,2.0,0,7,false,Horror,NA
Confinement,2022-07-01,0,0.6,0,0.0,2000,15,false,"Drama, Horror",NA
Last Holler,2021-01-29,0,0.6,0,0.0,0,61,false,Horror,NA
Bon Bon Fire,2016-04-23,0,0.6,0,0.0,0,10,false,"Animation, Fantasy, Horror",NA
The House-Bell,2002-08-14,130,0.6,0,0.0,1000,16,false,Horror,NA
The Dig,2020-04-24,0,0.6,0,0.0,0,3,false,"Horror, Thriller",NA
Kill Them With Kindness,2021-01-13,0,0.6,0,0.0,0,13,false,"Comedy, Drama, Horror",NA
Sludge Eater,2017-09-29,0,0.6,0,0.0,4200,4,false,Horror,NA
Let the Ghost Pass,2020-10-12,0,0.6,2,6.0,0,14,false,Horror,NA
Swords and Bitches III: Blood Orgy of the Spider Queen,2017-01-01,0,0.6,0,0.0,0,0,false,"Fantasy, Horror",NA
Mother Noose Presents Once Upon a Nightmare,2021-04-24,0,0.6,0,0.0,10000,106,false,Horror,NA
The Red Nightmare,2021-02-01,0,0.6,2,7.5,0,92,false,Horror,NA
I C U,2021-02-14,0,0.6,1,10.0,0,3,false,Horror,NA
You’re Family Now,2021-01-15,0,0.6,1,6.0,0,20,false,Horror,NA
Everything Go Round,2021-02-09,0,0.6,0,0.0,0,5,false,"Comedy, Horror",NA
Beowulf,2019-02-18,0,0.6,0,0.0,0,8,false,"Comedy, Fantasy, Horror",NA
Norman and the Killer,1991-07-12,0,0.6,1,4.0,0,30,false,Horror,NA
Belbo the Clown,2020-10-25,0,0.6,0,0.0,0,13,false,Horror,NA
CraZy A$$ B!tche$,2018-01-01,0,0.6,0,0.0,0,25,false,Horror,NA
Mashed Potato Face,2020-06-20,0,0.6,0,0.0,5000,14,false,"Comedy, Horror",NA
Benighted,2020-01-01,0,0.6,1,6.0,0,22,false,"Horror, Music",NA
Gold Stripe Brushes,2008-05-13,0,0.6,0,0.0,100,4,false,Horror,NA
The Blair Witch Rejects,1999-10-15,0,0.6,1,1.0,0,87,false,"Comedy, Documentary, Horror",NA
Hell's Bells,2020-04-17,0,0.6,0,0.0,0,80,false,"Comedy, Horror",NA
Birdcall,2020-02-07,0,0.6,0,0.0,0,4,false,Horror,NA
The Whispering Box,2020-01-07,0,0.6,0,0.0,0,2,false,"Animation, Horror",NA
Miss Loneliness,2015-08-02,0,0.6,0,0.0,0,34,false,"Drama, Horror, Thriller",NA
CAPTURED,2016-11-13,0,0.6,0,0.0,0,7,false,Horror,NA
The Best of Me,2021-02-20,0,0.6,0,0.0,0,0,false,Horror,NA
Up All Night,2020-04-07,0,0.6,1,10.0,0,0,false,Horror,NA
Craving,2021-06-22,0,0.6,0,0.0,1000,12,false,"Horror, Mystery, Thriller",NA
Thread,2019-03-10,0,0.6,0,0.0,0,2,false,Horror,NA
Exposure,2017-08-03,0,0.6,0,0.0,0,2,false,Horror,NA
Chasm,2017-10-24,0,0.6,0,0.0,0,2,false,Horror,NA
Diary of a Demon,2014-10-18,0,0.6,0,0.0,0,120,false,Horror,NA
Midnight Shift,2020-01-23,0,0.6,0,0.0,2000,20,false,Horror,NA
Say Something,2021-02-19,0,0.6,1,0.5,0,5,false,"Drama, Horror",NA
DV2,2015-01-30,0,0.6,0,0.0,150000,63,false,Horror,DV collection
Dv3,2014-06-01,0,0.6,0,0.0,100000,70,false,Horror,DV collection
Lihim,1997-01-01,0,0.6,0,0.0,0,95,false,Horror,NA
WAM!: Wear A Mask!,2020-10-01,0,0.6,1,10.0,700,3,false,"Comedy, Horror",NA
Mr. Soul,2006-01-01,0,0.6,0,0.0,1200000,97,false,"Crime, Drama, Horror",NA
Burn the Witch,2021-01-15,0,0.6,0,0.0,0,5,false,Horror,NA
Takot Ako sa Darling Ko!,1997-01-01,0,0.6,0,0.0,0,100,false,"Comedy, Horror",NA
Ivy,2020-12-22,0,0.6,1,7.0,1000,10,false,"Horror, Romance, Thriller",NA
IMThem,2021-01-01,0,0.6,0,0.0,0,93,false,"Comedy, Horror, Thriller",NA
The Vacation House,2013-09-13,0,0.6,0,0.0,1200,88,false,"Horror, Mystery, Thriller",NA
The Insomniac,2018-04-14,0,0.6,0,0.0,100,8,false,Horror,NA
The Dreamcatcher,2020-08-15,0,0.6,0,0.0,0,11,false,Horror,NA
The Ouija Board Project,2014-08-02,0,0.6,0,0.0,0,36,false,Horror,NA
Rear Window,2020-10-28,0,0.6,0,0.0,10,5,false,"Horror, Thriller",NA
The Thing That Ate the Birds,2021-03-10,0,0.6,2,7.0,0,12,false,Horror,NA
The Man With The Top Hat,2021-02-12,0,0.6,2,10.0,0,80,false,Horror,NA
The Wedding Ritual,2020-06-18,0,0.6,0,0.0,0,2,false,Horror,NA
Stagnant,2020-08-18,0,0.6,0,0.0,0,2,false,Horror,NA
A Date With Death,2020-08-18,0,0.6,0,0.0,0,4,false,"Horror, Thriller",NA
UnTooned,2020-08-18,0,0.6,0,0.0,0,1,false,"Horror, Thriller",NA
The Garden,2020-08-18,0,0.6,0,0.0,0,5,false,"Drama, Horror",NA
The Stream,2017-01-14,0,0.6,0,0.0,3000,75,false,Horror,NA
Haemophobia,2019-08-19,0,0.6,0,0.0,1000,19,false,"Drama, Horror, Science Fiction, Thriller",NA
Fester,2021-01-01,0,0.6,0,0.0,0,13,false,"Comedy, Drama, Horror",NA
Red Pill,2021-03-12,0,0.6,0,0.0,0,87,false,"Horror, Thriller",NA
The Girl with the Blurred Face,2021-09-09,0,0.6,0,0.0,500,8,false,Horror,NA
The Infiltration,2020-10-12,0,0.6,0,0.0,0,16,false,"Horror, Thriller",NA
The Wheel,2021-02-15,0,0.6,1,8.0,0,15,false,Horror,NA
Titus Andronicus,1998-03-05,0,0.6,0,0.0,0,147,false,"History, Horror",NA
OCD,2015-05-27,0,0.6,1,4.0,0,4,false,Horror,NA
Ultimate Zombie Feast,2020-10-30,0,0.6,0,0.0,0,141,false,Horror,NA
Checkmate,2020-05-03,0,0.6,0,0.0,15,4,false,"Drama, Horror",NA
In Stalk,2018-12-23,0,0.6,1,10.0,300,12,false,Horror,NA
Vampire in Union City,2010-09-03,0,0.6,0,0.0,5000,0,false,Horror,NA
Brush Your Teeth,2015-07-22,0,0.6,0,0.0,0,3,false,Horror,NA
Legacy of an Invisible Man,2021-02-18,0,0.6,0,0.0,0,17,false,"Horror, Science Fiction",NA
Fanboy,2021-03-01,0,0.6,0,0.0,0,0,false,Horror,NA
NEIN,2021-03-12,0,0.6,0,0.0,100,5,false,Horror,NA
Clown Motel Massacre,2018-01-01,0,0.6,0,0.0,0,0,false,Horror,NA
Zombie Abomination: The Italian Zombie - Part 1,2010-07-30,0,0.6,0,0.0,1000,100,false,"Comedy, Horror, Science Fiction",NA
Zombie Atrocity: The Italian Zombie Movie - Part 2,2010-07-30,0,0.6,0,0.0,2000,94,false,Horror,NA
The Giant Rubber Monster Movie: Sascratch Versus Afrodesious,2011-05-23,0,0.6,0,0.0,0,15,false,"Comedy, Horror",NA
Who Is Bill Rebane?,2021-05-24,0,0.6,2,5.5,0,115,false,"Documentary, Horror",NA
Ghost Estate,2019-04-06,0,0.6,1,10.0,0,8,false,"Comedy, Drama, Horror",NA
Les chemins de l'oubli,2021-08-20,0,0.6,0,0.0,0,12,false,"Horror, Thriller",NA
Stalker,2002-10-31,0,0.6,0,0.0,0,1,false,Horror,NA
Branchville,2021-03-06,0,0.6,0,0.0,15,4,false,"Drama, Horror, Mystery",NA
Paralysis,2016-04-08,0,0.6,0,0.0,0,8,false,"Drama, Horror, Thriller",NA
And Then! He Kissed Me,2021-03-05,0,0.6,2,6.0,0,14,false,Horror,NA
Moon Men,2017-01-02,550,0.6,2,10.0,3,148,false,"Action, Adventure, Comedy, Documentary, Horror, Science Fiction, Thriller",NA
Seasonal Severity,2021-03-31,0,0.6,2,8.0,100,19,false,"Animation, Drama, Horror, Thriller",NA
Fat Henry,2021-02-05,0,0.6,0,0.0,0,22,false,"Drama, Horror",NA
Face to Face with The Fear,2021-03-02,0,0.6,0,0.0,0,50,false,"Documentary, Horror",NA
Anino Sa Dilim,1996-08-20,0,0.6,1,2.0,0,90,false,Horror,NA
Movster: Chapter 1,2020-06-11,0,0.6,1,8.0,20,3,false,Horror,NA
Movster: Chapter 2,2020-10-31,0,0.6,1,8.0,20,3,false,Horror,NA
A Tale Best Forgotten,2020-01-25,0,0.6,0,0.0,0,5,false,"Horror, Mystery",NA
Stuffed,2021-03-20,0,0.6,1,8.0,0,19,false,"Drama, Horror, Music",NA
Casting Couch,2019-07-22,0,0.6,0,0.0,0,0,false,"Comedy, Horror",NA
A Good Mother,2021-05-07,0,0.6,0,0.0,50000,4,false,"Horror, Thriller",NA
Movster: Chapter 3,2021-01-11,0,0.6,1,9.0,40,6,false,"Crime, Horror, Mystery, Science Fiction",NA
Crawl Space,2021-10-13,0,0.6,0,0.0,0,7,false,Horror,NA
Sour,2021-03-03,0,0.6,0,0.0,0,70,false,"Crime, Horror, Thriller",NA
WICCA,2018-10-16,0,0.6,1,10.0,50,8,false,Horror,WICCA Series
WICCA_02,2018-12-19,0,0.6,1,10.0,100,5,false,Horror,WICCA Series
Be Your Own Dentist,2021-03-07,0,0.6,0,0.0,0,8,false,"Horror, Music",NA
Satan's Bite: or The Foolishness of the Witchfinder Thomas Eastchurch,2018-06-01,0,0.6,0,0.0,0,3,false,Horror,NA
